order_id,delivery_days,shipping_cost_ngn,warehouse_region
ORD-12044,4,3274.05,Abuja Hub
ORD-12045,4,541.22,Lagos Hub
ORD-12046,4,1515.02,Lagos Hub
ORD-12047,4,1773.71,Lagos Hub
ORD-12048,3,3423.97,Abuja Hub
ORD-12049,3,3187.55,Lagos Hub
ORD-12050,2,1943.21,Lagos Hub
ORD-12051,4,2927.94,Abuja Hub
ORD-12052,2,1995.81,Lagos Hub
ORD-12053,5,1310.74,Lagos Hub
ORD-12054,3,1020.81,Lagos Hub
ORD-12055,3,934.41,Abuja Hub
ORD-12056,4,1139.56,Lagos Hub
ORD-12057,3,572.2,Lagos Hub
ORD-12058,5,2030.58,Lagos Hub
ORD-12059,5,3058.24,PH Hub
ORD-12060,3,2093.87,PH Hub
ORD-12061,7,1800.88,Lagos Hub
ORD-12062,4,3263.85,Lagos Hub
ORD-12063,4,3227.37,PH Hub
ORD-12064,7,549.49,Abuja Hub
ORD-12065,6,1918.47,Lagos Hub
ORD-12066,2,1024.54,Abuja Hub
ORD-12067,6,821.73,Lagos Hub
ORD-12068,7,1679.0,Lagos Hub
ORD-12069,5,1581.69,Abuja Hub
ORD-12070,3,859.27,Lagos Hub
ORD-12071,4,2531.47,Lagos Hub
ORD-12072,5,789.92,Lagos Hub
ORD-12073,6,1623.04,Lagos Hub
ORD-12074,5,986.78,Abuja Hub
ORD-12075,4,830.9,PH Hub
ORD-12076,5,565.74,Abuja Hub
ORD-12077,5,1412.69,Lagos Hub
ORD-12078,4,2582.92,Lagos Hub
ORD-12079,5,508.66,Lagos Hub
ORD-12080,4,533.68,Lagos Hub
ORD-12081,1,2060.36,Lagos Hub
ORD-12082,3,2392.43,Lagos Hub
ORD-12083,3,2213.39,Abuja Hub
ORD-12084,3,762.33,Lagos Hub
ORD-12085,6,3271.58,Lagos Hub
ORD-12086,10,1862.87,Lagos Hub
ORD-12087,4,3173.53,Lagos Hub
ORD-12088,3,1779.8,Lagos Hub
ORD-12089,2,3123.8,PH Hub
ORD-12090,2,1356.83,Lagos Hub
ORD-12091,5,1681.8,Abuja Hub
ORD-12092,3,1756.18,Lagos Hub
ORD-12093,4,603.83,Abuja Hub
ORD-12094,2,3197.07,Lagos Hub
ORD-12095,4,862.92,Abuja Hub
ORD-12096,5,2900.59,PH Hub
ORD-12097,6,3476.27,Abuja Hub
ORD-12098,3,3281.78,Lagos Hub
ORD-12099,3,768.5,PH Hub
ORD-12100,5,1511.14,Abuja Hub
ORD-12101,6,1841.04,Abuja Hub
ORD-12102,5,1580.3,Abuja Hub
ORD-12103,7,1106.34,PH Hub
ORD-12104,2,808.69,Lagos Hub
ORD-12105,5,1285.34,Abuja Hub
ORD-12106,5,1852.55,Lagos Hub
ORD-12107,7,1855.55,Lagos Hub
ORD-12108,3,1394.93,Lagos Hub
ORD-12109,3,2971.1,Abuja Hub
ORD-12110,2,944.64,Lagos Hub
ORD-12111,3,1480.17,Lagos Hub
ORD-12112,5,3356.08,PH Hub
ORD-12113,2,1697.85,Lagos Hub
ORD-12114,3,3290.59,Lagos Hub
ORD-12115,2,1023.89,Abuja Hub
ORD-12116,4,1530.46,Abuja Hub
ORD-12117,7,751.94,Lagos Hub
ORD-12118,3,1557.39,Abuja Hub
ORD-12119,4,3124.18,Lagos Hub
ORD-12120,4,1512.51,PH Hub
ORD-12121,5,2374.94,Lagos Hub
ORD-12122,4,1026.53,Abuja Hub
ORD-12123,2,2652.87,Abuja Hub
ORD-12124,6,2246.59,Abuja Hub
ORD-12125,2,1735.32,PH Hub
ORD-12126,2,1486.59,Lagos Hub
ORD-12127,6,744.07,Lagos Hub
ORD-12128,5,2898.51,Lagos Hub
ORD-12129,6,1964.83,Lagos Hub
ORD-12130,2,3347.99,Lagos Hub
ORD-12131,5,1031.49,Lagos Hub
ORD-12132,4,1575.04,PH Hub
ORD-12133,7,3274.53,Lagos Hub
ORD-12134,2,1685.11,Abuja Hub
ORD-12135,7,1251.91,Abuja Hub
ORD-12136,6,1175.99,Lagos Hub
ORD-12137,2,1231.4,Lagos Hub
ORD-12138,3,2971.56,Lagos Hub
ORD-12139,5,518.27,PH Hub
ORD-12140,7,3345.31,Abuja Hub
ORD-12141,3,1526.47,Abuja Hub
ORD-12142,7,2364.07,Lagos Hub
ORD-12143,4,3231.85,Abuja Hub
ORD-12144,2,2413.99,Abuja Hub
ORD-12145,4,3317.88,PH Hub
ORD-12146,2,2510.29,Lagos Hub
ORD-12147,7,3410.52,Lagos Hub
ORD-12148,2,1078.85,Lagos Hub
ORD-12149,6,2087.45,Lagos Hub
ORD-12150,2,882.08,Lagos Hub
ORD-12151,5,1637.31,Lagos Hub
ORD-12152,3,2017.19,PH Hub
ORD-12153,3,2793.74,Abuja Hub
ORD-12154,3,1403.41,Lagos Hub
ORD-12155,2,1337.39,PH Hub
ORD-12156,1,3355.54,PH Hub
ORD-12157,5,1330.54,Lagos Hub
ORD-12158,2,1995.66,PH Hub
ORD-12159,8,842.35,Lagos Hub
ORD-12160,7,871.51,Lagos Hub
ORD-12161,2,1539.3,Lagos Hub
ORD-12162,4,2942.17,Lagos Hub
ORD-12163,4,2109.54,Lagos Hub
ORD-12164,5,3219.06,Lagos Hub
ORD-12165,4,2462.11,Lagos Hub
ORD-12166,4,1741.76,Lagos Hub
ORD-12167,4,1559.82,Abuja Hub
ORD-12168,3,689.77,Abuja Hub
ORD-12169,2,3195.67,Lagos Hub
ORD-12170,2,2723.37,Lagos Hub
ORD-12171,2,875.77,Abuja Hub
ORD-12172,3,2165.43,Lagos Hub
ORD-12173,5,2787.6,Lagos Hub
ORD-12174,3,2982.45,Lagos Hub
ORD-12175,3,2263.41,Abuja Hub
ORD-12176,4,2389.29,Lagos Hub
ORD-12177,4,1098.35,Abuja Hub
ORD-12178,4,866.06,PH Hub
ORD-12179,6,2766.98,PH Hub
ORD-12180,4,755.39,Lagos Hub
ORD-12181,7,2524.44,Lagos Hub
ORD-12182,2,713.77,Lagos Hub
ORD-12183,4,706.12,Lagos Hub
ORD-12184,5,2004.24,Abuja Hub
ORD-12185,8,2776.22,Lagos Hub
ORD-12186,4,2461.24,Abuja Hub
ORD-12187,8,3021.33,Abuja Hub
ORD-12188,3,1168.75,Lagos Hub
ORD-12189,4,2256.45,Lagos Hub
ORD-12190,1,3223.89,Abuja Hub
ORD-12191,2,2718.54,Lagos Hub
ORD-12192,3,1644.1,Abuja Hub
ORD-12193,3,2602.61,Lagos Hub
ORD-12194,5,2086.07,Lagos Hub
ORD-12195,3,3333.74,Abuja Hub
ORD-12196,6,2849.22,Lagos Hub
ORD-12197,3,3152.3,Lagos Hub
ORD-12198,4,986.64,Lagos Hub
ORD-12199,4,1942.24,Lagos Hub
ORD-12200,7,696.32,PH Hub
ORD-12201,10,2706.68,Lagos Hub
ORD-12202,4,956.89,Lagos Hub
ORD-12203,4,562.41,Lagos Hub
ORD-12204,4,1093.62,Abuja Hub
ORD-12205,4,1699.93,Lagos Hub
ORD-12206,3,2995.51,Lagos Hub
ORD-12207,6,2648.88,Lagos Hub
ORD-12208,14,2618.43,Abuja Hub
ORD-12209,4,1111.84,Lagos Hub
ORD-12210,4,3459.0,Abuja Hub
ORD-12211,4,2875.75,Lagos Hub
ORD-12212,8,1020.79,Abuja Hub
ORD-12213,5,1106.2,Lagos Hub
ORD-12214,7,2407.59,Lagos Hub
ORD-12215,2,2421.74,Abuja Hub
ORD-12216,3,1894.7,Lagos Hub
ORD-12217,4,2694.69,Lagos Hub
ORD-12218,4,3290.8,Abuja Hub
ORD-12219,3,1592.09,Lagos Hub
ORD-12220,5,2181.69,Lagos Hub
ORD-12221,4,3092.83,PH Hub
ORD-12222,3,2642.04,Abuja Hub
ORD-12223,4,1943.43,Abuja Hub
ORD-12224,3,3353.43,PH Hub
ORD-12225,7,634.77,Abuja Hub
ORD-12226,8,2836.19,Abuja Hub
ORD-12227,2,1971.84,Lagos Hub
ORD-12228,10,1189.26,Lagos Hub
ORD-12229,3,1412.54,Lagos Hub
ORD-12230,1,779.19,Lagos Hub
ORD-12231,2,3082.94,Lagos Hub
ORD-12232,4,2736.73,PH Hub
ORD-12233,2,1002.29,PH Hub
ORD-12234,3,1180.58,Lagos Hub
ORD-12235,5,1621.86,PH Hub
ORD-12236,4,1791.71,Abuja Hub
ORD-12237,7,2040.12,Abuja Hub
ORD-12238,4,2940.16,Abuja Hub
ORD-12239,4,2504.33,Lagos Hub
ORD-12240,3,1117.62,Abuja Hub
ORD-12241,3,2861.64,Lagos Hub
ORD-12242,2,1182.05,Lagos Hub
ORD-12243,2,1710.38,Lagos Hub
ORD-12244,3,1288.03,PH Hub
ORD-12245,6,689.97,Lagos Hub
ORD-12246,6,3464.12,Lagos Hub
ORD-12247,2,600.21,Abuja Hub
ORD-12248,2,2058.17,Lagos Hub
ORD-12249,5,2298.69,Abuja Hub
ORD-12250,7,2366.12,Abuja Hub
ORD-12251,5,2952.61,Lagos Hub
ORD-12252,6,956.5,Lagos Hub
ORD-12253,3,1894.67,PH Hub
ORD-12254,5,2639.43,Lagos Hub
ORD-12255,5,2291.16,Lagos Hub
ORD-12256,7,1680.08,PH Hub
ORD-12257,10,2511.5,Lagos Hub
ORD-12258,3,2256.82,Lagos Hub
ORD-12259,3,2041.9,Abuja Hub
ORD-12260,4,2807.67,Lagos Hub
ORD-12261,1,3016.95,Lagos Hub
ORD-12262,7,2235.35,Abuja Hub
ORD-12263,3,2524.08,Lagos Hub
ORD-12264,3,1368.39,Abuja Hub
ORD-12265,3,1106.65,Lagos Hub
ORD-12266,4,1601.22,Lagos Hub
ORD-12267,3,1608.09,Abuja Hub
ORD-12268,4,1668.11,Abuja Hub
ORD-12269,3,1331.41,Abuja Hub
ORD-12270,5,2535.07,Lagos Hub
ORD-12271,3,2537.79,Lagos Hub
ORD-12272,3,3289.71,PH Hub
ORD-12273,4,3042.58,Abuja Hub
ORD-12274,2,2054.8,Abuja Hub
ORD-12275,6,2607.21,Lagos Hub
ORD-12276,2,2211.43,PH Hub
ORD-12277,6,1900.81,Lagos Hub
ORD-12278,2,2855.51,Abuja Hub
ORD-12279,4,1641.9,Lagos Hub
ORD-12280,4,731.06,Lagos Hub
ORD-12281,4,2806.66,Lagos Hub
ORD-12282,2,1114.18,Abuja Hub
ORD-12283,5,983.94,Lagos Hub
ORD-12284,3,1175.42,Abuja Hub
ORD-12285,3,2739.92,Lagos Hub
ORD-12286,3,679.56,Abuja Hub
ORD-12287,5,3027.18,Lagos Hub
ORD-12288,2,547.68,Lagos Hub
ORD-12289,5,3247.27,Lagos Hub
ORD-12290,1,2046.88,Lagos Hub
ORD-12291,3,667.67,Lagos Hub
ORD-12292,3,3014.6,Lagos Hub
ORD-12293,7,1008.3,Lagos Hub
ORD-12294,1,1091.23,Lagos Hub
ORD-12295,5,3136.67,Lagos Hub
ORD-12296,2,3152.33,Abuja Hub
ORD-12297,7,2512.95,Lagos Hub
ORD-12298,6,706.3,Lagos Hub
ORD-12299,5,1424.34,Lagos Hub
ORD-12300,3,531.57,Lagos Hub
ORD-12301,3,1346.39,Lagos Hub
ORD-12302,5,1263.53,Abuja Hub
ORD-12303,2,2662.91,PH Hub
ORD-12304,3,1410.2,Abuja Hub
ORD-12305,3,3392.22,Lagos Hub
ORD-12306,5,2725.75,Lagos Hub
ORD-12307,6,2664.12,Lagos Hub
ORD-12308,4,1393.45,Abuja Hub
ORD-12309,5,3425.78,Abuja Hub
ORD-12310,4,1174.26,Lagos Hub
ORD-12311,4,1797.88,Lagos Hub
ORD-12312,1,1991.23,Lagos Hub
ORD-12313,2,1509.74,Abuja Hub
ORD-12314,2,3131.39,Abuja Hub
ORD-12315,2,1915.78,Abuja Hub
ORD-12316,3,1577.43,Lagos Hub
ORD-12317,2,584.99,Abuja Hub
ORD-12318,4,3163.7,Abuja Hub
ORD-12319,4,2154.07,Lagos Hub
ORD-12320,3,1110.46,Lagos Hub
ORD-12321,2,863.47,Lagos Hub
ORD-12322,5,1937.66,Lagos Hub
ORD-12323,3,2752.58,Lagos Hub
ORD-12324,7,953.8,Lagos Hub
ORD-12325,3,1477.14,PH Hub
ORD-12326,3,2449.95,Abuja Hub
ORD-12327,3,2519.9,PH Hub
ORD-12328,4,3019.0,Abuja Hub
ORD-12329,2,1831.82,Abuja Hub
ORD-12330,6,1685.81,Abuja Hub
ORD-12331,6,1151.86,PH Hub
ORD-12332,4,805.28,Lagos Hub
ORD-12333,5,1089.26,Lagos Hub
ORD-12334,2,3418.55,Lagos Hub
ORD-12335,1,1102.18,PH Hub
ORD-12336,5,2427.02,Lagos Hub
ORD-12337,3,1428.18,Lagos Hub
ORD-12338,1,2950.28,PH Hub
ORD-12339,4,2679.56,Lagos Hub
ORD-12340,5,2536.54,PH Hub
ORD-12341,5,3103.45,Abuja Hub
ORD-12342,2,808.35,Lagos Hub
ORD-12343,5,3338.07,Abuja Hub
ORD-12344,5,3311.01,Lagos Hub
ORD-12345,4,2770.25,Lagos Hub
ORD-12346,2,3277.9,Lagos Hub
ORD-12347,5,1708.76,Lagos Hub
ORD-12348,4,689.05,Lagos Hub
ORD-12349,5,3370.53,Lagos Hub
ORD-12350,3,3181.06,Lagos Hub
ORD-12351,7,2480.62,PH Hub
ORD-12352,5,2104.02,Lagos Hub
ORD-12353,7,1546.03,Lagos Hub
ORD-12354,4,1559.44,Lagos Hub
ORD-12355,1,1524.61,Abuja Hub
ORD-12356,2,3398.86,Abuja Hub
ORD-12357,2,3015.92,PH Hub
ORD-12358,6,3433.51,Lagos Hub
ORD-12359,2,2492.84,Lagos Hub
ORD-12360,1,2088.75,Lagos Hub
ORD-12361,3,738.22,Abuja Hub
ORD-12362,4,2159.0,Abuja Hub
ORD-12363,4,2018.06,Lagos Hub
ORD-12364,3,2573.23,Lagos Hub
ORD-12365,2,1333.65,Abuja Hub
ORD-12366,2,754.25,Lagos Hub
ORD-12367,3,622.5,PH Hub
ORD-12368,3,535.48,Abuja Hub
ORD-12369,3,3317.21,Lagos Hub
ORD-12370,5,2429.96,Abuja Hub
ORD-12371,2,949.11,Lagos Hub
ORD-12372,2,980.26,Lagos Hub
ORD-12373,4,3151.51,PH Hub
ORD-12374,4,718.02,PH Hub
ORD-12375,5,763.49,Lagos Hub
ORD-12376,4,1839.47,Lagos Hub
ORD-12377,5,3323.82,Abuja Hub
ORD-12378,5,2847.27,Lagos Hub
ORD-12379,5,2524.47,Lagos Hub
ORD-12380,2,1064.0,PH Hub
ORD-12381,7,2014.47,Lagos Hub
ORD-12382,6,3239.45,Lagos Hub
ORD-12383,3,653.04,Abuja Hub
ORD-12384,3,3225.2,Abuja Hub
ORD-12385,2,3452.09,Lagos Hub
ORD-12386,4,1586.83,Lagos Hub
ORD-12387,5,2077.92,Abuja Hub
ORD-12388,6,3409.13,Lagos Hub
ORD-12389,8,972.92,Lagos Hub
ORD-12390,3,1238.72,Abuja Hub
ORD-12391,3,2929.28,Lagos Hub
ORD-12392,3,1845.25,Abuja Hub
ORD-12393,4,2395.06,Lagos Hub
ORD-12394,4,1580.04,Abuja Hub
ORD-12395,3,863.84,Abuja Hub
ORD-12396,6,1743.88,Lagos Hub
ORD-12397,3,728.89,Lagos Hub
ORD-12398,2,3446.48,Lagos Hub
ORD-12399,2,1708.81,PH Hub
ORD-12400,3,3477.57,Abuja Hub
ORD-12401,4,1447.11,Lagos Hub
ORD-12402,3,1878.49,PH Hub
ORD-12403,2,2384.31,Lagos Hub
ORD-12404,5,2106.2,Lagos Hub
ORD-12405,7,2640.87,Abuja Hub
ORD-12406,1,3189.0,Lagos Hub
ORD-12407,2,2761.02,Lagos Hub
ORD-12408,3,3229.3,PH Hub
ORD-12409,2,1839.86,Lagos Hub
ORD-12410,2,2921.34,Abuja Hub
ORD-12411,6,2390.35,Lagos Hub
ORD-12412,2,2527.87,Abuja Hub
ORD-12413,8,1288.72,Lagos Hub
ORD-12414,6,574.26,PH Hub
ORD-12415,4,2503.14,PH Hub
ORD-12416,6,932.12,PH Hub
ORD-12417,3,2529.36,Lagos Hub
ORD-12418,3,2043.03,Lagos Hub
ORD-12419,2,1812.9,Lagos Hub
ORD-12420,3,1996.41,Lagos Hub
ORD-12421,2,792.46,Abuja Hub
ORD-12422,3,1855.22,Lagos Hub
ORD-12423,2,1829.11,Lagos Hub
ORD-12424,2,3497.56,Lagos Hub
ORD-12425,3,3295.2,Lagos Hub
ORD-12426,4,1322.02,Lagos Hub
ORD-12427,10,2758.62,PH Hub
ORD-12428,2,1716.36,Abuja Hub
ORD-12429,3,3151.45,Lagos Hub
ORD-12430,5,1342.42,Lagos Hub
ORD-12431,3,2479.72,Lagos Hub
ORD-12432,3,2536.85,Abuja Hub
ORD-12433,6,2115.29,Lagos Hub
ORD-12434,2,2483.27,Abuja Hub
ORD-12435,3,2200.69,Lagos Hub
ORD-12436,5,3249.38,Abuja Hub
ORD-12437,4,2119.54,Lagos Hub
ORD-12438,5,1549.2,Lagos Hub
ORD-12439,5,1129.28,Lagos Hub
ORD-12440,4,959.65,PH Hub
ORD-12441,5,1865.08,PH Hub
ORD-12442,8,3143.19,PH Hub
ORD-12443,6,900.77,Lagos Hub
ORD-12444,7,975.87,Abuja Hub
ORD-12445,4,1566.93,Lagos Hub
ORD-12446,4,2148.91,Abuja Hub
ORD-12447,3,1165.37,Abuja Hub
ORD-12448,3,568.62,Lagos Hub
ORD-12449,2,1200.37,Abuja Hub
ORD-12450,2,2817.02,Abuja Hub
ORD-12451,3,3224.16,Lagos Hub
ORD-12452,4,2907.82,Abuja Hub
ORD-12453,4,2926.5,Lagos Hub
ORD-12454,4,973.16,Lagos Hub
ORD-12455,4,727.19,Lagos Hub
ORD-12456,3,1111.84,PH Hub
ORD-12457,4,2218.78,Lagos Hub
ORD-12458,3,1029.85,Lagos Hub
ORD-12459,3,3476.59,Lagos Hub
ORD-12460,3,2752.84,Lagos Hub
ORD-12461,10,1970.56,Lagos Hub
ORD-12462,3,747.59,Lagos Hub
ORD-12463,3,1681.69,Lagos Hub
ORD-12464,4,1769.08,Abuja Hub
ORD-12465,5,2564.76,PH Hub
ORD-12466,5,1101.91,PH Hub
ORD-12467,14,1617.62,Lagos Hub
ORD-12468,6,2490.87,Lagos Hub
ORD-12469,4,2433.6,Abuja Hub
ORD-12470,3,2940.56,Abuja Hub
ORD-12471,1,1210.99,PH Hub
ORD-12472,3,2226.14,Lagos Hub
ORD-12473,6,3228.07,Lagos Hub
ORD-12474,3,2922.18,Lagos Hub
ORD-12475,5,1884.17,Abuja Hub
ORD-12476,4,2977.03,Abuja Hub
ORD-12477,8,3206.28,PH Hub
ORD-12478,3,3170.35,Lagos Hub
ORD-12479,2,2484.32,Abuja Hub
ORD-12480,2,1132.03,Lagos Hub
ORD-12481,1,638.72,Abuja Hub
ORD-12482,3,946.15,Lagos Hub
ORD-12483,5,1796.83,Lagos Hub
ORD-12484,4,3411.2,Lagos Hub
ORD-12485,2,2057.1,Lagos Hub
ORD-12486,6,541.44,PH Hub
ORD-12487,3,646.68,PH Hub
ORD-12488,2,558.78,PH Hub
ORD-12489,4,1368.88,Lagos Hub
ORD-12490,1,2712.32,Abuja Hub
ORD-12491,8,3415.15,Lagos Hub
ORD-12492,6,1912.71,Abuja Hub
ORD-12493,5,2456.64,PH Hub
ORD-12494,5,3430.66,Abuja Hub
ORD-12495,3,692.42,Lagos Hub
ORD-12496,4,619.5,Lagos Hub
ORD-12497,2,1692.03,Lagos Hub
ORD-12498,4,1011.17,Abuja Hub
ORD-12499,4,1590.27,Lagos Hub
ORD-12500,3,2601.52,Lagos Hub
ORD-12501,7,2294.12,Abuja Hub
ORD-12502,1,1968.74,Lagos Hub
ORD-12503,4,2953.64,Abuja Hub
ORD-12504,3,1253.01,PH Hub
ORD-12505,1,2728.6,Lagos Hub
ORD-12506,3,1160.02,Lagos Hub
ORD-12507,3,2191.95,Lagos Hub
ORD-12508,10,1833.63,Lagos Hub
ORD-12509,6,833.11,Lagos Hub
ORD-12510,6,2276.25,Abuja Hub
ORD-12511,3,1760.19,PH Hub
ORD-12512,3,528.01,PH Hub
ORD-12513,2,2380.61,Abuja Hub
ORD-12514,3,3165.75,Lagos Hub
ORD-12515,3,3420.2,Lagos Hub
ORD-12516,8,3257.06,Abuja Hub
ORD-12517,3,1033.43,Abuja Hub
ORD-12518,3,722.29,Abuja Hub
ORD-12519,10,3455.16,Abuja Hub
ORD-12520,3,1208.49,Lagos Hub
ORD-12521,6,603.9,Lagos Hub
ORD-12522,2,1671.3,Abuja Hub
ORD-12523,3,1170.69,Lagos Hub
ORD-12524,7,1247.28,PH Hub
ORD-12525,4,1396.77,Abuja Hub
ORD-12526,4,1171.0,Lagos Hub
ORD-12527,4,1634.0,Abuja Hub
ORD-12528,3,1357.33,Lagos Hub
ORD-12529,7,767.74,PH Hub
ORD-12530,4,3115.41,Lagos Hub
ORD-12531,6,1388.67,Abuja Hub
ORD-12532,3,952.78,Lagos Hub
ORD-12533,5,2487.51,PH Hub
ORD-12534,7,2337.14,Abuja Hub
ORD-12535,4,2106.5,Lagos Hub
ORD-12536,8,1038.54,Lagos Hub
ORD-12537,4,2725.59,Lagos Hub
ORD-12538,6,3085.31,Lagos Hub
ORD-12539,4,1590.73,Lagos Hub
ORD-12540,6,2947.4,Lagos Hub
ORD-12541,6,2475.51,Lagos Hub
ORD-12542,5,1019.63,Lagos Hub
ORD-12543,5,1443.77,Abuja Hub
ORD-12544,4,3314.73,Lagos Hub
ORD-12545,6,2081.56,Abuja Hub
ORD-12546,6,1063.51,PH Hub
ORD-12547,2,1196.2,Lagos Hub
ORD-12548,3,1947.21,PH Hub
ORD-12549,4,3239.46,Lagos Hub
ORD-12550,2,2539.06,Abuja Hub
ORD-12551,4,1995.51,Lagos Hub
ORD-12552,3,1949.85,Lagos Hub
ORD-12553,2,501.48,Abuja Hub
ORD-12554,5,1859.33,Lagos Hub
ORD-12555,7,3401.22,Lagos Hub
ORD-12556,5,1671.29,Abuja Hub
ORD-12557,2,894.48,Lagos Hub
ORD-12558,4,930.04,Lagos Hub
ORD-12559,2,539.75,Abuja Hub
ORD-12560,1,842.54,PH Hub
ORD-12561,2,783.44,Lagos Hub
ORD-12562,2,2174.41,Lagos Hub
ORD-12563,3,1927.27,Abuja Hub
ORD-12564,4,751.64,PH Hub
ORD-12565,7,2125.75,Abuja Hub
ORD-12566,4,2779.45,Abuja Hub
ORD-12567,3,2084.32,Lagos Hub
ORD-12568,4,1705.08,PH Hub
ORD-12569,4,677.21,Lagos Hub
ORD-12570,5,2082.3,Lagos Hub
ORD-12571,3,635.35,Lagos Hub
ORD-12572,10,3090.44,Lagos Hub
ORD-12573,6,1917.03,Abuja Hub
ORD-12574,6,2820.15,Abuja Hub
ORD-12575,3,3257.0,Abuja Hub
ORD-12576,5,1220.18,PH Hub
ORD-12577,8,2193.15,Lagos Hub
ORD-12578,7,2654.6,Abuja Hub
ORD-12579,4,1058.53,Lagos Hub
ORD-12580,3,3221.37,PH Hub
ORD-12581,1,1988.26,Abuja Hub
ORD-12582,3,1137.62,Lagos Hub
ORD-12583,3,1634.18,Lagos Hub
ORD-12584,1,3360.05,Abuja Hub
ORD-12585,4,655.61,Lagos Hub
ORD-12586,6,907.5,Abuja Hub
ORD-12587,3,1251.14,Lagos Hub
ORD-12588,4,2906.96,Abuja Hub
ORD-12589,2,1669.47,Lagos Hub
ORD-12590,3,1427.57,Abuja Hub
ORD-12591,4,2955.32,Abuja Hub
ORD-12592,6,2876.66,Lagos Hub
ORD-12593,14,2269.69,Abuja Hub
ORD-12594,7,806.23,Lagos Hub
ORD-12595,3,1945.9,Abuja Hub
ORD-12596,4,645.66,PH Hub
ORD-12597,5,1658.83,PH Hub
ORD-12598,4,2840.41,Abuja Hub
ORD-12599,4,2214.64,Lagos Hub
ORD-12600,4,2374.1,Lagos Hub
ORD-12601,5,3467.14,Lagos Hub
ORD-12602,4,1076.67,Lagos Hub
ORD-12603,7,3123.17,Abuja Hub
ORD-12604,6,1709.59,Lagos Hub
ORD-12605,3,753.05,Abuja Hub
ORD-12606,3,1936.59,Abuja Hub
ORD-12607,5,548.71,Lagos Hub
ORD-12608,5,2192.06,Lagos Hub
ORD-12609,4,711.28,Lagos Hub
ORD-12610,5,896.8,Lagos Hub
ORD-12611,2,2930.59,Lagos Hub
ORD-12612,4,1811.85,Lagos Hub
ORD-12613,5,2796.64,Abuja Hub
ORD-12614,4,1443.59,Lagos Hub
ORD-12615,2,1631.82,Lagos Hub
ORD-12616,3,3056.34,Lagos Hub
ORD-12617,2,746.09,Lagos Hub
ORD-12618,4,2402.35,Abuja Hub
ORD-12619,4,911.23,Lagos Hub
ORD-12620,4,2020.26,Lagos Hub
ORD-12621,4,3466.3,Abuja Hub
ORD-12622,4,840.37,Lagos Hub
ORD-12623,3,1006.65,Lagos Hub
ORD-12624,3,3187.92,Lagos Hub
ORD-12625,7,2941.75,Lagos Hub
ORD-12626,2,2768.01,Lagos Hub
ORD-12627,3,1582.26,Abuja Hub
ORD-12628,6,1152.08,PH Hub
ORD-12629,5,2670.6,Lagos Hub
ORD-12630,7,927.9,Lagos Hub
ORD-12631,3,1809.87,Lagos Hub
ORD-12632,5,3319.26,PH Hub
ORD-12633,4,1686.2,PH Hub
ORD-12634,4,2917.59,Lagos Hub
ORD-12635,4,1395.9,Lagos Hub
ORD-12636,10,618.01,PH Hub
ORD-12637,1,2867.24,PH Hub
ORD-12638,3,2655.07,Lagos Hub
ORD-12639,2,1302.76,Lagos Hub
ORD-12640,2,2219.03,PH Hub
ORD-12641,3,1250.39,Lagos Hub
ORD-12642,5,2899.05,Lagos Hub
ORD-12643,3,3002.18,PH Hub
ORD-12644,5,889.53,Lagos Hub
ORD-12645,4,2402.11,Abuja Hub
ORD-12646,10,1356.69,Lagos Hub
ORD-12647,5,1084.57,Lagos Hub
ORD-12648,5,1888.6,Abuja Hub
ORD-12649,6,2076.05,Abuja Hub
ORD-12650,7,2045.83,Abuja Hub
ORD-12651,3,883.24,Lagos Hub
ORD-12652,10,1044.05,Abuja Hub
ORD-12653,7,3348.82,Lagos Hub
ORD-12654,3,1563.69,Lagos Hub
ORD-12655,3,1367.2,Abuja Hub
ORD-12656,4,2294.69,Lagos Hub
ORD-12657,2,2905.12,PH Hub
ORD-12658,3,1115.15,Lagos Hub
ORD-12659,3,2717.01,Lagos Hub
ORD-12660,4,654.24,Lagos Hub
ORD-12661,1,2421.04,Abuja Hub
ORD-12662,4,1608.0,PH Hub
ORD-12663,5,2586.56,PH Hub
ORD-12664,4,1340.21,Lagos Hub
ORD-12665,4,1587.12,Lagos Hub
ORD-12666,10,2786.49,Lagos Hub
ORD-12667,6,2733.39,PH Hub
ORD-12668,4,1017.36,Abuja Hub
ORD-12669,1,1390.2,Lagos Hub
ORD-12670,6,819.04,Lagos Hub
ORD-12671,3,2749.26,PH Hub
ORD-12672,7,2131.1,Lagos Hub
ORD-12673,5,1070.99,Lagos Hub
ORD-12674,7,3459.71,PH Hub
ORD-12675,2,842.76,Lagos Hub
ORD-12676,7,946.64,Lagos Hub
ORD-12677,4,2339.29,Abuja Hub
ORD-12678,4,2597.0,Lagos Hub
ORD-12679,3,1302.69,PH Hub
ORD-12680,3,2492.87,Abuja Hub
ORD-12681,4,1397.04,Lagos Hub
ORD-12682,1,952.66,PH Hub
ORD-12683,5,2143.58,Lagos Hub
ORD-12684,3,2168.49,Lagos Hub
ORD-12685,4,646.86,Abuja Hub
ORD-12686,4,1756.6,Lagos Hub
ORD-12687,1,589.06,Lagos Hub
ORD-12688,3,665.84,PH Hub
ORD-12689,3,596.75,Lagos Hub
ORD-12690,3,1414.22,PH Hub
ORD-12691,3,3458.59,Abuja Hub
ORD-12692,5,3009.2,Lagos Hub
