order_id,order_date,category,quantity,unit_price_ngn,discount_pct,gmv_ngn,order_status
ORD-13122,2023-11-11,Baby & Kids,2,7265.17,20,11624.27,Cancelled
ORD-13123,2023-09-16,Fashion,1,11889.85,5,11295.36,Cancelled
ORD-13124,2023-07-15,Home & Living,1,16104.62,15,13688.92,Completed
ORD-13125,2023-10-31,Home & Living,1,15662.81,15,13313.39,Returned
ORD-13126,2023-09-14,Groceries,1,4787.21,5,4547.85,Completed
ORD-13127,2023-03-01,Baby & Kids,1,11624.05,5,11042.85,Completed
ORD-13128,2023-10-25,Phones & Tablets,1,143504.85,0,143504.85,Completed
ORD-13129,2023-11-16,Fashion,3,10967.85,15,27968.02,Completed
ORD-13130,2023-07-30,Baby & Kids,2,12019.93,0,24039.86,Completed
ORD-13131,2023-04-13,Phones & Tablets,1,125242.87,0,125242.87,Completed
ORD-13132,2023-12-27,Office Supplies,1,5018.54,10,4516.69,Completed
ORD-13133,2023-07-30,Fashion,3,9906.41,0,29719.22,Completed
ORD-13134,2023-09-17,Fashion,1,16291.91,15,13848.12,Completed
ORD-13135,2023-02-03,Fashion,1,11833.59,0,11833.59,Completed
ORD-13136,2023-11-13,Fashion,1,14992.91,0,14992.91,Completed
ORD-13137,2023-12-14,Electronics,2,78783.5,5,149688.65,Cancelled
ORD-13138,2023-03-31,Fashion,1,11889.59,5,11295.11,Cancelled
ORD-13139,2023-02-13,Groceries,3,4633.78,0,13901.35,Completed
ORD-13140,2023-10-28,Fashion,2,13428.53,0,26857.06,Completed
ORD-13141,2023-09-05,Books & Stationery,1,3211.92,5,3051.32,Completed
ORD-13142,2023-11-16,Sports & Fitness,1,20992.61,15,17843.72,Completed
ORD-13143,2023-03-27,Office Supplies,1,5640.81,0,5640.81,Completed
ORD-13144,2023-01-05,Fashion,1,11191.19,15,9512.52,Cancelled
ORD-13145,2023-11-29,Fashion,2,9397.9,15,15976.44,Completed
ORD-13146,2023-08-15,Books & Stationery,2,4882.38,0,9764.76,Cancelled
ORD-13147,2023-01-26,Fashion,2,9510.05,20,15216.08,Completed
ORD-13148,2023-04-18,Sports & Fitness,2,24262.43,10,43672.38,Completed
ORD-13149,2023-08-22,Groceries,1,4140.56,0,4140.56,Completed
ORD-13150,2023-04-10,Office Supplies,2,9431.75,5,17920.32,Returned
ORD-13151,2023-01-11,Fashion,3,9163.73,0,27491.19,Completed
ORD-13152,2023-12-11,Baby & Kids,2,11003.32,0,22006.64,Cancelled
ORD-13153,2023-07-11,Fashion,2,15574.39,20,24919.02,Completed
ORD-13154,2023-08-10,Automotive,1,73198.56,0,73198.56,Completed
ORD-13155,2023-08-05,Electronics,1,95339.88,0,95339.88,Completed
ORD-13156,2023-12-04,Fashion,1,8680.13,0,8680.13,Completed
ORD-13157,2023-12-30,Office Supplies,2,8576.76,5,16295.85,Completed
ORD-13158,2023-06-08,Home & Living,1,16297.52,0,16297.52,Completed
ORD-13159,2023-03-28,Beauty & Health,2,7658.25,0,15316.5,Returned
ORD-13160,2023-03-03,Sports & Fitness,1,21876.35,0,21876.35,Completed
ORD-13161,2023-06-04,Phones & Tablets,2,162903.36,5,309516.39,Completed
ORD-13162,2023-01-13,Electronics,1,65063.02,20,52050.42,Completed
ORD-13163,2023-05-08,Home & Living,1,22085.67,20,17668.54,Completed
ORD-13164,2023-03-07,Sports & Fitness,2,18983.43,0,37966.85,Completed
ORD-13165,2023-03-13,Fashion,1,16653.73,5,15821.05,Returned
ORD-13166,2023-12-24,Fashion,1,12600.72,20,10080.58,Completed
ORD-13167,2023-10-07,Groceries,2,4114.86,10,7406.75,Returned
ORD-13168,2023-04-14,Automotive,3,72594.11,5,206893.22,Returned
ORD-13169,2023-08-10,Beauty & Health,1,11789.81,15,10021.34,Completed
ORD-13170,2023-05-03,Sports & Fitness,2,19068.63,10,34323.53,Completed
ORD-13171,2023-12-16,Fashion,1,12926.45,0,12926.45,Returned
ORD-13172,2023-11-24,Sports & Fitness,1,14614.06,0,14614.06,Completed
ORD-13173,2023-07-19,Electronics,1,68861.41,5,65418.34,Completed
ORD-13174,2023-10-01,Beauty & Health,1,6356.26,10,5720.64,Completed
ORD-13175,2023-04-11,Groceries,1,5140.86,10,4626.77,Completed
ORD-13176,2023-09-01,Gaming,1,31860.01,20,25488.01,Returned
ORD-13177,2023-09-25,Fashion,2,11167.76,10,20101.96,Completed
ORD-13178,2023-01-08,Electronics,1,103320.74,15,87822.63,Completed
ORD-13179,2023-01-13,Electronics,2,78324.21,0,156648.41,Completed
ORD-13180,2023-12-14,Baby & Kids,2,12955.32,0,25910.64,Completed
ORD-13181,2023-06-20,Books & Stationery,1,2790.88,0,2790.88,Completed
ORD-13182,2023-12-29,Groceries,1,4845.82,20,3876.65,Completed
ORD-13183,2023-01-17,Home & Living,2,24380.64,0,48761.27,Completed
ORD-13184,2023-04-22,Books & Stationery,1,2470.87,5,2347.33,Completed
ORD-13185,2023-04-30,Home & Living,1,30023.95,10,27021.56,Completed
ORD-13186,2023-04-30,Electronics,1,96029.58,0,96029.58,Returned
ORD-13187,2023-06-04,Electronics,1,91069.38,0,91069.38,Completed
ORD-13188,2023-09-05,Fashion,2,11094.67,15,18860.94,Returned
ORD-13189,2023-04-07,Books & Stationery,3,4811.81,15,12270.13,Completed
ORD-13190,2023-11-06,Home & Living,2,24880.41,5,47272.78,Cancelled
ORD-13191,2023-08-16,Electronics,1,69691.04,10,62721.94,Completed
ORD-13192,2023-02-26,Phones & Tablets,2,147227.14,5,279731.56,Completed
ORD-13193,2023-10-17,Sports & Fitness,2,18350.31,10,33030.57,Completed
ORD-13194,2023-12-04,Fashion,1,12817.36,5,12176.49,Cancelled
ORD-13195,2023-08-26,Fashion,2,10428.87,20,16686.19,Completed
ORD-13196,2023-04-18,Office Supplies,1,5479.16,20,4383.33,Completed
ORD-13197,2023-06-28,Sports & Fitness,2,15871.29,5,30155.45,Completed
ORD-13198,2023-08-18,Baby & Kids,2,7937.27,20,12699.64,Cancelled
ORD-13199,2023-12-25,Baby & Kids,1,10493.45,0,10493.45,Cancelled
ORD-13200,2023-04-15,Home & Living,1,15808.1,0,15808.1,Completed
ORD-13201,2023-05-23,Beauty & Health,2,7414.73,0,14829.45,Completed
ORD-13202,2023-12-23,Electronics,2,86117.54,0,172235.09,Completed
ORD-13203,2023-08-24,Fashion,1,12097.44,0,12097.44,Returned
ORD-13204,2023-09-07,Home & Living,2,16462.05,0,32924.11,Completed
ORD-13205,2023-02-01,Office Supplies,2,8555.26,15,14543.94,Completed
ORD-13206,2023-02-11,Baby & Kids,1,7537.77,0,7537.77,Returned
ORD-13207,2023-03-27,Groceries,1,5755.81,10,5180.23,Completed
ORD-13208,2023-06-18,Home & Living,1,24703.97,0,24703.97,Returned
ORD-13209,2023-07-09,Automotive,1,61020.59,5,57969.56,Completed
ORD-13210,2023-06-23,Fashion,2,13826.48,0,27652.96,Returned
ORD-13211,2023-11-01,Electronics,3,105225.45,15,268324.89,Completed
ORD-13212,2023-08-06,Sports & Fitness,3,16453.41,10,44424.21,Completed
ORD-13213,2023-10-08,Books & Stationery,1,4513.35,15,3836.35,Completed
ORD-13214,2023-06-02,Office Supplies,1,8443.27,0,8443.27,Completed
ORD-13215,2023-11-12,Baby & Kids,1,12672.77,0,12672.77,Cancelled
ORD-13216,2023-08-01,Fashion,2,11561.78,0,23123.56,Completed
ORD-13217,2023-04-25,Electronics,1,97812.12,0,97812.12,Completed
ORD-13218,2023-12-06,Electronics,2,78465.06,0,156930.11,Completed
ORD-13219,2023-03-16,Electronics,1,74245.83,20,59396.66,Completed
ORD-13220,2023-07-25,Fashion,2,12829.28,0,25658.57,Completed
ORD-13221,2023-11-20,Sports & Fitness,1,19918.22,0,19918.22,Completed
ORD-13222,2023-03-16,Office Supplies,1,7518.28,15,6390.54,Completed
ORD-13223,2023-07-19,Electronics,2,99268.04,0,198536.07,Completed
ORD-13224,2023-10-16,Fashion,2,10515.3,0,21030.59,Completed
ORD-13225,2023-07-21,Phones & Tablets,1,161310.79,10,145179.71,Completed
ORD-13226,2023-11-05,Baby & Kids,3,6952.12,0,20856.36,Completed
ORD-13227,2023-08-29,Electronics,1,64178.18,10,57760.36,Returned
ORD-13228,2023-01-04,Phones & Tablets,3,142789.9,0,428369.69,Completed
ORD-13229,2023-07-23,Beauty & Health,3,6314.19,10,17048.3,Completed
ORD-13230,2023-04-25,Beauty & Health,2,11535.29,20,18456.47,Completed
ORD-13231,2023-09-27,Baby & Kids,1,9630.15,0,9630.15,Completed
ORD-13232,2023-02-02,Home & Living,1,16656.29,10,14990.66,Cancelled
ORD-13233,2023-05-20,Fashion,3,12792.1,0,38376.29,Completed
ORD-13234,2023-08-15,Home & Living,3,19766.89,20,47440.53,Completed
ORD-13235,2023-03-23,Beauty & Health,2,7036.65,10,12665.97,Completed
ORD-13236,2023-06-07,Beauty & Health,3,10245.64,0,30736.91,Completed
ORD-13237,2023-11-05,Beauty & Health,1,8179.15,5,7770.19,Completed
ORD-13238,2023-10-11,Groceries,3,4878.33,20,11708.0,Returned
ORD-13239,2023-11-28,Electronics,2,88116.18,5,167420.75,Completed
ORD-13240,2023-12-22,Fashion,1,15340.9,15,13039.77,Completed
ORD-13241,2023-12-29,Electronics,3,98855.22,0,296565.67,Cancelled
ORD-13242,2023-03-30,Sports & Fitness,2,19072.82,0,38145.65,Completed
ORD-13243,2023-11-11,Fashion,1,12197.61,0,12197.61,Completed
ORD-13244,2023-11-02,Home & Living,1,25608.03,10,23047.22,Completed
ORD-13245,2023-12-21,Fashion,3,9913.59,10,26766.68,Cancelled
ORD-13246,2023-10-03,Groceries,1,3866.94,0,3866.94,Completed
ORD-13247,2023-08-07,Automotive,2,88213.58,5,167605.8,Completed
ORD-13248,2023-10-21,Fashion,1,15019.14,0,15019.14,Completed
ORD-13249,2023-03-20,Home & Living,3,26222.59,15,66867.6,Completed
ORD-13250,2023-08-04,Fashion,2,14894.69,5,28299.91,Cancelled
ORD-13251,2023-02-08,Groceries,2,5303.04,0,10606.09,Returned
ORD-13252,2023-04-12,Automotive,1,70181.69,0,70181.69,Completed
ORD-13253,2023-10-28,Beauty & Health,2,8777.49,0,17554.99,Completed
ORD-13254,2023-09-21,Groceries,1,5872.0,0,5872.0,Completed
ORD-13255,2023-09-21,Books & Stationery,2,4264.53,20,6823.24,Completed
ORD-13256,2023-02-23,Phones & Tablets,3,102553.65,20,246128.75,Returned
ORD-13257,2023-07-18,Baby & Kids,1,8478.5,20,6782.8,Completed
ORD-13258,2023-10-31,Baby & Kids,2,7741.15,0,15482.29,Completed
ORD-13259,2023-12-14,Office Supplies,3,5027.25,20,12065.39,Returned
ORD-13260,2023-05-11,Office Supplies,1,8285.73,20,6628.58,Completed
ORD-13261,2023-10-15,Home & Living,3,29765.41,20,71436.99,Completed
ORD-13262,2023-01-31,Fashion,3,16317.74,15,41610.23,Completed
ORD-13263,2023-09-26,Sports & Fitness,1,20080.91,10,18072.82,Completed
ORD-13264,2023-01-12,Groceries,3,3816.86,10,10305.51,Completed
ORD-13265,2023-08-17,Beauty & Health,1,9821.29,0,9821.29,Completed
ORD-13266,2023-02-26,Groceries,1,5780.68,20,4624.54,Completed
ORD-13267,2023-05-21,Home & Living,2,26411.41,0,52822.81,Completed
ORD-13268,2023-12-05,Electronics,2,87994.54,5,167189.63,Completed
ORD-13269,2023-02-21,Office Supplies,1,5997.84,0,5997.84,Completed
ORD-13270,2023-04-03,Home & Living,3,26453.11,15,67455.44,Completed
ORD-13271,2023-01-15,Electronics,2,81560.75,0,163121.51,Completed
ORD-13272,2023-11-18,Electronics,2,66198.39,10,119157.09,Returned
ORD-13273,2023-04-18,Electronics,1,109789.73,20,87831.78,Completed
ORD-13274,2023-07-28,Automotive,3,52450.52,20,125881.26,Completed
ORD-13275,2023-12-13,Automotive,1,53085.19,0,53085.19,Completed
ORD-13276,2023-09-29,Fashion,1,9311.8,10,8380.62,Completed
ORD-13277,2023-10-08,Office Supplies,3,9473.2,5,26998.63,Completed
ORD-13278,2023-02-13,Office Supplies,3,4847.82,10,13089.11,Completed
ORD-13279,2023-11-01,Books & Stationery,1,3012.25,10,2711.02,Completed
ORD-13280,2023-01-19,Phones & Tablets,2,96341.68,10,173415.02,Completed
ORD-13281,2023-02-23,Groceries,1,5686.42,20,4549.13,Completed
ORD-13282,2023-01-04,Electronics,1,115695.27,15,98340.98,Completed
ORD-13283,2023-02-02,Sports & Fitness,1,17434.13,0,17434.13,Completed
ORD-13284,2023-08-15,Home & Living,2,28490.23,0,56980.46,Returned
ORD-13285,2023-08-31,Beauty & Health,1,9442.85,20,7554.28,Completed
ORD-13286,2023-05-15,Home & Living,1,19840.83,0,19840.83,Completed
ORD-13287,2023-06-29,Gaming,1,45299.74,0,45299.74,Completed
ORD-13288,2023-06-09,Books & Stationery,1,2805.65,5,2665.37,Completed
ORD-13289,2023-05-25,Electronics,2,68723.8,0,137447.61,Cancelled
ORD-13290,2023-06-26,Gaming,3,35295.84,0,105887.53,Completed
ORD-13291,2023-02-27,Sports & Fitness,1,24413.36,10,21972.02,Completed
ORD-13292,2023-01-14,Home & Living,1,18772.26,0,18772.26,Completed
ORD-13293,2023-04-10,Electronics,2,61571.39,10,110828.5,Cancelled
ORD-13294,2023-01-22,Baby & Kids,1,10382.6,5,9863.47,Completed
ORD-13295,2023-10-08,Fashion,1,9812.14,0,9812.14,Completed
ORD-13296,2023-01-28,Books & Stationery,3,4404.97,15,11232.67,Completed
ORD-13297,2023-07-20,Fashion,2,14521.82,5,27591.45,Completed
ORD-13298,2023-10-03,Electronics,2,99431.47,5,188919.79,Completed
ORD-13299,2023-03-12,Office Supplies,3,5158.8,20,12381.12,Completed
ORD-13300,2023-12-02,Home & Living,1,20878.21,20,16702.57,Completed
ORD-13301,2023-06-20,Gaming,1,44275.45,5,42061.68,Cancelled
ORD-13302,2023-01-27,Groceries,2,4213.81,0,8427.63,Cancelled
ORD-13303,2023-07-27,Automotive,1,78965.46,20,63172.37,Completed
ORD-13304,2023-06-11,Electronics,1,101295.28,0,101295.28,Completed
ORD-13305,2023-10-06,Electronics,1,60416.78,10,54375.1,Returned
ORD-13306,2023-08-22,Electronics,2,61057.3,0,122114.6,Cancelled
ORD-13307,2023-03-26,Groceries,1,5390.32,5,5120.81,Completed
ORD-13308,2023-06-30,Books & Stationery,1,4150.7,20,3320.56,Returned
ORD-13309,2023-05-30,Automotive,1,60732.33,5,57695.71,Returned
ORD-13310,2023-08-23,Electronics,1,100342.47,15,85291.1,Completed
ORD-13311,2023-08-30,Beauty & Health,3,8593.95,15,21914.58,Completed
ORD-13312,2023-08-29,Home & Living,2,18889.02,0,37778.05,Completed
ORD-13313,2023-05-14,Books & Stationery,1,4473.18,10,4025.86,Completed
ORD-13314,2023-03-16,Sports & Fitness,2,24052.31,5,45699.38,Returned
ORD-13315,2023-05-09,Electronics,1,91324.48,20,73059.58,Completed
ORD-13316,2023-06-07,Electronics,1,83848.13,10,75463.32,Completed
ORD-13317,2023-04-22,Beauty & Health,3,8715.27,15,22223.94,Completed
ORD-13318,2023-03-16,Beauty & Health,3,11393.36,15,29053.06,Completed
ORD-13319,2023-01-22,Office Supplies,2,5853.15,10,10535.68,Cancelled
ORD-13320,2023-11-19,Beauty & Health,1,6677.54,0,6677.54,Completed
ORD-13321,2023-03-11,Home & Living,3,19397.27,5,55282.22,Completed
ORD-13322,2023-02-18,Baby & Kids,2,9841.44,20,15746.3,Cancelled
ORD-13323,2023-07-23,Home & Living,2,24041.6,15,40870.72,Completed
ORD-13324,2023-01-17,Home & Living,2,27331.65,5,51930.14,Returned
ORD-13325,2023-09-28,Groceries,1,3820.3,10,3438.27,Cancelled
ORD-13326,2023-12-02,Sports & Fitness,2,17692.83,20,28308.53,Completed
ORD-13327,2023-11-27,Fashion,1,15409.38,0,15409.38,Completed
ORD-13328,2023-04-17,Groceries,2,4511.27,10,8120.28,Completed
ORD-13329,2023-02-25,Home & Living,2,30614.28,0,61228.56,Completed
ORD-13330,2023-10-13,Electronics,2,105753.56,0,211507.12,Completed
ORD-13331,2023-03-21,Groceries,3,5468.13,20,13123.52,Completed
ORD-13332,2023-01-21,Electronics,1,92666.77,20,74133.42,Completed
ORD-13333,2023-01-24,Fashion,2,12150.5,15,20655.85,Completed
ORD-13334,2023-06-30,Sports & Fitness,1,24867.04,15,21136.99,Completed
ORD-13335,2023-10-21,Automotive,1,61519.2,0,61519.2,Completed
ORD-13336,2023-02-19,Home & Living,1,20677.87,0,20677.87,Completed
ORD-13337,2023-08-30,Home & Living,1,20819.14,10,18737.23,Completed
ORD-13338,2023-03-18,Fashion,1,10997.36,10,9897.62,Completed
ORD-13339,2023-01-17,Fashion,1,11984.65,10,10786.18,Completed
ORD-13340,2023-10-21,Fashion,1,10452.74,20,8362.19,Completed
ORD-13341,2023-06-17,Home & Living,2,27022.88,10,48641.18,Completed
ORD-13342,2023-01-02,Beauty & Health,1,6921.15,10,6229.04,Completed
ORD-13343,2023-03-26,Electronics,2,92719.91,0,185439.82,Completed
ORD-13344,2023-04-23,Books & Stationery,3,3440.69,15,8773.76,Completed
ORD-13345,2023-06-28,Groceries,1,4657.08,15,3958.52,Completed
ORD-13346,2023-01-25,Electronics,1,98036.82,0,98036.82,Cancelled
ORD-13347,2023-08-11,Books & Stationery,2,2680.28,10,4824.5,Completed
ORD-13348,2023-09-14,Electronics,2,91492.79,15,155537.74,Completed
ORD-13349,2023-04-07,Beauty & Health,1,9701.51,0,9701.51,Completed
ORD-13350,2023-05-12,Groceries,1,3806.07,10,3425.46,Completed
ORD-13351,2023-09-10,Beauty & Health,2,6618.91,10,11914.03,Completed
ORD-13352,2023-08-16,Fashion,3,10726.0,15,27351.29,Returned
ORD-13353,2023-09-24,Sports & Fitness,1,22128.75,20,17703.0,Completed
ORD-13354,2023-05-08,Beauty & Health,1,11412.67,15,9700.77,Completed
ORD-13355,2023-03-03,Books & Stationery,2,2455.36,10,4419.65,Completed
ORD-13356,2023-01-18,Baby & Kids,2,7156.51,20,11450.42,Completed
ORD-13357,2023-08-03,Beauty & Health,1,7418.55,0,7418.55,Completed
ORD-13358,2023-12-14,Baby & Kids,1,10580.9,0,10580.9,Completed
ORD-13359,2023-09-26,Electronics,2,116956.14,10,210521.06,Completed
ORD-13360,2023-06-18,Phones & Tablets,2,106486.3,0,212972.6,Completed
ORD-13361,2023-07-13,Automotive,3,85105.24,10,229784.14,Cancelled
ORD-13362,2023-02-14,Baby & Kids,2,6714.26,0,13428.53,Completed
ORD-13363,2023-03-30,Fashion,3,14265.74,10,38517.51,Completed
ORD-13364,2023-09-19,Electronics,2,112251.23,5,213277.34,Completed
ORD-13365,2023-10-19,Electronics,3,114156.35,5,325345.61,Completed
ORD-13366,2023-02-25,Home & Living,2,27289.55,0,54579.09,Completed
ORD-13367,2023-06-23,Groceries,2,4715.3,0,9430.6,Completed
ORD-13368,2023-05-18,Sports & Fitness,2,17904.56,0,35809.12,Completed
ORD-13369,2023-12-28,Baby & Kids,1,7124.91,0,7124.91,Completed
ORD-13370,2023-01-04,Automotive,2,73700.84,0,147401.67,Returned
ORD-13371,2023-02-03,Books & Stationery,1,4568.3,15,3883.06,Returned
ORD-13372,2023-12-22,Beauty & Health,1,7526.16,10,6773.54,Completed
ORD-13373,2023-01-24,Electronics,2,62042.69,0,124085.38,Returned
ORD-13374,2023-08-23,Electronics,1,104588.18,15,88899.95,Returned
ORD-13375,2023-11-21,Phones & Tablets,1,101449.91,0,101449.91,Completed
ORD-13376,2023-11-08,Fashion,2,10024.82,20,16039.71,Completed
ORD-13377,2023-02-13,Home & Living,1,25180.05,10,22662.05,Returned
ORD-13378,2023-08-31,Electronics,1,65307.79,10,58777.01,Returned
ORD-13379,2023-05-08,Fashion,2,8604.86,0,17209.73,Completed
ORD-13380,2023-08-29,Beauty & Health,1,11411.73,0,11411.73,Cancelled
ORD-13381,2023-05-27,Groceries,3,4732.39,10,12777.46,Completed
ORD-13382,2023-02-28,Phones & Tablets,2,97966.34,20,156746.14,Completed
ORD-13383,2023-10-04,Fashion,1,12022.55,0,12022.55,Completed
ORD-13384,2023-04-16,Fashion,3,10240.39,15,26113.0,Completed
ORD-13385,2023-10-07,Groceries,1,4748.85,15,4036.52,Completed
ORD-13386,2023-04-12,Beauty & Health,1,8731.01,10,7857.91,Completed
ORD-13387,2023-05-16,Fashion,1,9730.25,0,9730.25,Completed
ORD-13388,2023-09-11,Beauty & Health,2,7692.35,10,13846.22,Completed
ORD-13389,2023-09-30,Beauty & Health,2,10582.74,0,21165.47,Completed
ORD-13390,2023-11-09,Phones & Tablets,2,105330.34,15,179061.57,Completed
ORD-13391,2023-10-12,Fashion,3,8610.09,10,23247.25,Completed
ORD-13392,2023-12-17,Fashion,1,14059.43,0,14059.43,Completed
ORD-13393,2023-09-21,Phones & Tablets,1,124939.69,0,124939.69,Completed
ORD-13394,2023-04-17,Home & Living,3,21095.53,0,63286.59,Completed
ORD-13395,2023-08-20,Fashion,3,16320.43,0,48961.29,Completed
ORD-13396,2023-05-26,Beauty & Health,1,11321.81,0,11321.81,Completed
ORD-13397,2023-07-24,Electronics,1,66758.72,20,53406.98,Completed
ORD-13398,2023-09-09,Beauty & Health,2,11690.11,15,19873.18,Returned
ORD-13399,2023-07-27,Electronics,3,90043.38,5,256623.63,Completed
ORD-13400,2023-03-10,Beauty & Health,2,8252.67,5,15680.07,Completed
ORD-13401,2023-02-12,Baby & Kids,1,12838.85,0,12838.85,Completed
ORD-13402,2023-04-12,Groceries,3,3946.18,15,10062.76,Completed
ORD-13403,2023-11-15,Electronics,1,76184.6,0,76184.6,Completed
ORD-13404,2023-01-11,Home & Living,1,18218.54,20,14574.84,Completed
ORD-13405,2023-07-13,Home & Living,1,30464.55,10,27418.1,Completed
ORD-13406,2023-10-24,Baby & Kids,3,10238.84,5,29180.68,Completed
ORD-13407,2023-07-08,Electronics,2,76901.09,10,138421.96,Completed
ORD-13408,2023-03-09,Home & Living,2,27581.04,0,55162.07,Completed
ORD-13409,2023-07-27,Phones & Tablets,1,146721.1,20,117376.88,Completed
ORD-13410,2023-02-19,Fashion,2,15382.16,10,27687.89,Completed
ORD-13411,2023-05-01,Office Supplies,2,8542.36,0,17084.71,Completed
ORD-13412,2023-01-21,Fashion,3,11063.21,10,29870.66,Completed
ORD-13413,2023-12-01,Office Supplies,1,7699.69,5,7314.7,Returned
ORD-13414,2023-10-04,Groceries,3,3036.61,15,7743.36,Completed
ORD-13415,2023-03-03,Baby & Kids,2,7036.74,20,11258.78,Completed
ORD-13416,2023-10-24,Beauty & Health,3,5968.9,5,17011.35,Completed
ORD-13417,2023-11-02,Electronics,3,108794.49,20,261106.77,Completed
ORD-13418,2023-12-23,Beauty & Health,2,8932.41,15,15185.1,Completed
ORD-13419,2023-05-15,Groceries,2,4178.07,10,7520.52,Returned
ORD-13420,2023-12-13,Fashion,1,14736.37,10,13262.73,Completed
ORD-13421,2023-05-19,Fashion,1,11619.24,5,11038.28,Completed
ORD-13422,2023-07-15,Beauty & Health,1,10595.74,5,10065.95,Completed
ORD-13423,2023-11-14,Beauty & Health,1,10167.49,0,10167.49,Completed
ORD-13424,2023-04-29,Gaming,1,62606.64,0,62606.64,Completed
ORD-13425,2023-03-01,Books & Stationery,1,3918.02,15,3330.32,Cancelled
ORD-13426,2023-03-22,Electronics,2,101230.67,0,202461.33,Returned
ORD-13427,2023-10-29,Office Supplies,3,8400.95,0,25202.84,Returned
ORD-13428,2023-09-05,Groceries,2,5239.27,15,8906.76,Completed
ORD-13429,2023-02-05,Home & Living,1,20975.4,10,18877.86,Completed
ORD-13430,2023-12-04,Home & Living,1,26605.59,0,26605.59,Completed
ORD-13431,2023-03-11,Baby & Kids,1,8456.02,15,7187.62,Completed
ORD-13432,2023-06-16,Electronics,2,91004.34,0,182008.68,Completed
ORD-13433,2023-11-14,Beauty & Health,2,9420.59,15,16015.01,Cancelled
ORD-13434,2023-01-28,Books & Stationery,3,3088.42,0,9265.25,Completed
ORD-13435,2023-07-26,Books & Stationery,1,3115.62,0,3115.62,Completed
ORD-13436,2023-02-26,Beauty & Health,1,8555.45,20,6844.36,Completed
ORD-13437,2023-05-13,Fashion,1,10959.33,20,8767.46,Returned
ORD-13438,2023-11-04,Gaming,1,54726.98,0,54726.98,Completed
ORD-13439,2023-10-18,Baby & Kids,1,9516.57,0,9516.57,Completed
ORD-13440,2023-02-13,Electronics,3,90349.11,15,230390.23,Completed
ORD-13441,2023-08-01,Electronics,3,114818.91,20,275565.4,Completed
ORD-13442,2023-01-14,Groceries,2,5177.96,5,9838.13,Completed
ORD-13443,2023-06-28,Fashion,3,15118.6,20,36284.64,Cancelled
ORD-13444,2023-08-02,Automotive,1,63328.37,0,63328.37,Completed
ORD-13445,2023-11-12,Sports & Fitness,1,17673.41,5,16789.74,Completed
ORD-13446,2023-12-06,Phones & Tablets,2,164150.7,5,311886.34,Completed
ORD-13447,2023-02-12,Phones & Tablets,3,118182.12,0,354546.36,Cancelled
ORD-13448,2023-09-28,Gaming,3,62027.03,5,176777.03,Completed
ORD-13449,2023-08-13,Beauty & Health,1,10168.9,20,8135.12,Completed
ORD-13450,2023-11-10,Electronics,1,98422.24,5,93501.13,Completed
ORD-13451,2023-08-26,Groceries,1,3824.58,0,3824.58,Completed
ORD-13452,2023-10-09,Fashion,2,11190.57,0,22381.14,Completed
ORD-13453,2023-10-06,Fashion,2,9185.17,10,16533.31,Completed
ORD-13454,2023-01-10,Books & Stationery,1,2930.39,5,2783.87,Completed
ORD-13455,2023-11-27,Electronics,1,89999.47,0,89999.47,Completed
ORD-13456,2023-03-09,Home & Living,1,21721.64,5,20635.56,Completed
ORD-13457,2023-01-30,Electronics,1,112596.67,10,101337.01,Completed
ORD-13458,2023-02-11,Fashion,1,8701.72,0,8701.72,Cancelled
ORD-13459,2023-12-12,Electronics,3,75352.01,0,226056.02,Completed
ORD-13460,2023-07-05,Beauty & Health,1,7893.13,0,7893.13,Returned
ORD-13461,2023-08-04,Books & Stationery,2,4482.12,0,8964.24,Cancelled
ORD-13462,2023-10-19,Sports & Fitness,1,18750.12,15,15937.61,Completed
ORD-13463,2023-11-07,Groceries,2,4845.32,10,8721.58,Completed
ORD-13464,2023-12-27,Phones & Tablets,2,160893.24,5,305697.15,Completed
ORD-13465,2023-04-27,Home & Living,1,25055.48,20,20044.39,Completed
ORD-13466,2023-11-19,Baby & Kids,2,13084.11,0,26168.23,Completed
ORD-13467,2023-12-14,Fashion,3,12638.57,0,37915.72,Completed
ORD-13468,2023-09-01,Home & Living,1,23142.83,15,19671.41,Completed
ORD-13469,2023-12-17,Automotive,1,67781.96,0,67781.96,Completed
ORD-13470,2023-06-30,Fashion,2,13449.41,0,26898.83,Completed
ORD-13471,2023-06-09,Automotive,1,45854.94,10,41269.45,Completed
ORD-13472,2023-10-21,Groceries,1,4078.75,0,4078.75,Completed
ORD-13473,2023-10-21,Home & Living,1,28902.29,0,28902.29,Returned
ORD-13474,2023-06-17,Home & Living,1,19162.15,5,18204.04,Returned
ORD-13475,2023-06-30,Fashion,2,14447.51,10,26005.51,Completed
ORD-13476,2023-10-28,Sports & Fitness,1,14786.35,0,14786.35,Completed
ORD-13477,2023-03-19,Fashion,3,13527.43,10,36524.05,Completed
ORD-13478,2023-08-24,Fashion,1,8402.29,10,7562.06,Completed
ORD-13479,2023-05-25,Groceries,1,4560.57,0,4560.57,Completed
ORD-13480,2023-09-02,Sports & Fitness,2,15208.42,0,30416.84,Completed
ORD-13481,2023-11-23,Fashion,1,16519.36,0,16519.36,Completed
ORD-13482,2023-10-13,Electronics,1,68866.42,0,68866.42,Completed
ORD-13483,2023-05-21,Home & Living,1,28973.15,0,28973.15,Completed
