order_id,customer_id,region,channel,customer_segment
ORD-12450,CUST-3450,Abuja,Mobile App,Loyal
ORD-12451,CUST-3451,Abuja,Web,New Customer
ORD-12452,CUST-3452,Abuja,Agent Network,VIP
ORD-12453,CUST-3453,Ibadan,Web,New Customer
ORD-12454,CUST-3454,Kano,Mobile App,New Customer
ORD-12455,CUST-3455,Lagos,Mobile App,Returning
ORD-12456,CUST-3456,Port Harcourt,Mobile App,VIP
ORD-12457,CUST-3457,Lagos,Mobile App,Loyal
ORD-12458,CUST-3458,Port Harcourt,Mobile App,Loyal
ORD-12459,CUST-3459,Lagos,WhatsApp Commerce,Returning
ORD-12460,CUST-3460,Port Harcourt,Web,New Customer
ORD-12461,CUST-3461,Port Harcourt,Agent Network,New Customer
ORD-12462,CUST-3462,Ibadan,Web,Returning
ORD-12463,CUST-3463,Lagos,Mobile App,New Customer
ORD-12464,CUST-3464,Lagos,Mobile App,Returning
ORD-12465,CUST-3465,Abuja,Web,VIP
ORD-12466,CUST-3466,Lagos,Mobile App,Returning
ORD-12467,CUST-3467,Lagos,Web,Loyal
ORD-12468,CUST-3468,Port Harcourt,Agent Network,New Customer
ORD-12469,CUST-3469,Lagos,Mobile App,VIP
ORD-12470,CUST-3470,Enugu,Agent Network,Loyal
ORD-12471,CUST-3471,Port Harcourt,Mobile App,New Customer
ORD-12472,CUST-3472,Port Harcourt,Web,Returning
ORD-12473,CUST-3473,Ibadan,Mobile App,Loyal
ORD-12474,CUST-3474,Ibadan,Mobile App,Returning
ORD-12475,CUST-3475,Abuja,Mobile App,Returning
ORD-12476,CUST-3476,Ibadan,Web,Returning
ORD-12477,CUST-3477,Abuja,Mobile App,New Customer
ORD-12478,CUST-3478,Abuja,Mobile App,New Customer
ORD-12479,CUST-3479,Port Harcourt,Mobile App,Loyal
ORD-12480,CUST-3480,Lagos,Web,New Customer
ORD-12481,CUST-3481,Kano,Web,Returning
ORD-12482,CUST-3482,Lagos,Mobile App,Loyal
ORD-12483,CUST-3483,Port Harcourt,Mobile App,Loyal
ORD-12484,CUST-3484,Abuja,Agent Network,Returning
ORD-12485,CUST-3485,Lagos,WhatsApp Commerce,New Customer
ORD-12486,CUST-3486,Port Harcourt,Mobile App,New Customer
ORD-12487,CUST-3487,Kano,Web,Loyal
ORD-12488,CUST-3488,Abuja,WhatsApp Commerce,New Customer
ORD-12489,CUST-3489,Kano,Mobile App,Returning
ORD-12490,CUST-3490,Port Harcourt,Mobile App,Returning
ORD-12491,CUST-3491,Enugu,Mobile App,Returning
ORD-12492,CUST-3492,Lagos,Mobile App,Returning
ORD-12493,CUST-3493,Lagos,Web,Returning
ORD-12494,CUST-3494,Lagos,Web,Returning
ORD-12495,CUST-3495,Enugu,Mobile App,VIP
ORD-12496,CUST-3496,Lagos,WhatsApp Commerce,New Customer
ORD-12497,CUST-3497,Port Harcourt,Agent Network,Loyal
ORD-12498,CUST-3498,Lagos,Mobile App,Loyal
ORD-12499,CUST-3499,Lagos,Web,Loyal
ORD-12500,CUST-3500,Abuja,Mobile App,Loyal
ORD-12501,CUST-3501,Abuja,Mobile App,Returning
ORD-12502,CUST-3502,Lagos,Web,Loyal
ORD-12503,CUST-3503,Lagos,Mobile App,Returning
ORD-12504,CUST-3504,Lagos,Web,Returning
ORD-12505,CUST-3505,Kano,Mobile App,Loyal
ORD-12506,CUST-3506,Enugu,Mobile App,VIP
ORD-12507,CUST-3507,Lagos,WhatsApp Commerce,Loyal
ORD-12508,CUST-3508,Lagos,Web,Returning
ORD-12509,CUST-3509,Lagos,Mobile App,New Customer
ORD-12510,CUST-3510,Abuja,Web,Returning
ORD-12511,CUST-3511,Port Harcourt,Mobile App,Returning
ORD-12512,CUST-3512,Lagos,Web,Loyal
ORD-12513,CUST-3513,Abuja,Mobile App,Loyal
ORD-12514,CUST-3514,Enugu,Mobile App,Returning
ORD-12515,CUST-3515,Lagos,WhatsApp Commerce,Loyal
ORD-12516,CUST-3516,Ibadan,Mobile App,Returning
ORD-12517,CUST-3517,Port Harcourt,Mobile App,Loyal
ORD-12518,CUST-3518,Ibadan,WhatsApp Commerce,Returning
ORD-12519,CUST-3519,Abuja,Mobile App,Loyal
ORD-12520,CUST-3520,Abuja,Mobile App,New Customer
ORD-12521,CUST-3521,Kano,Web,New Customer
ORD-12522,CUST-3522,Abuja,Mobile App,Returning
ORD-12523,CUST-3523,Lagos,Web,Loyal
ORD-12524,CUST-3524,Lagos,Mobile App,VIP
ORD-12525,CUST-3525,Abuja,Agent Network,Returning
ORD-12526,CUST-3526,Port Harcourt,WhatsApp Commerce,Returning
ORD-12527,CUST-3527,Abuja,Web,Returning
ORD-12528,CUST-3528,Abuja,Mobile App,VIP
ORD-12529,CUST-3529,Port Harcourt,Mobile App,Returning
ORD-12530,CUST-3530,Enugu,Agent Network,VIP
ORD-12531,CUST-3531,Port Harcourt,Mobile App,New Customer
ORD-12532,CUST-3532,Enugu,Mobile App,Returning
ORD-12533,CUST-3533,Enugu,Mobile App,Returning
ORD-12534,CUST-3534,Port Harcourt,Mobile App,VIP
ORD-12535,CUST-3535,Lagos,Mobile App,Loyal
ORD-12536,CUST-3536,Kano,Mobile App,VIP
ORD-12537,CUST-3537,Port Harcourt,WhatsApp Commerce,Loyal
ORD-12538,CUST-3538,Enugu,Mobile App,Loyal
ORD-12539,CUST-3539,Port Harcourt,Mobile App,Loyal
ORD-12540,CUST-3540,Kano,WhatsApp Commerce,Loyal
ORD-12541,CUST-3541,Lagos,Mobile App,Returning
ORD-12542,CUST-3542,Abuja,Agent Network,Returning
ORD-12543,CUST-3543,Enugu,Mobile App,VIP
ORD-12544,CUST-3544,Lagos,Web,Loyal
ORD-12545,CUST-3545,Kano,Mobile App,Loyal
ORD-12546,CUST-3546,Port Harcourt,Web,Loyal
ORD-12547,CUST-3547,Kano,Web,Returning
ORD-12548,CUST-3548,Lagos,WhatsApp Commerce,New Customer
ORD-12549,CUST-3549,Lagos,WhatsApp Commerce,Returning
ORD-12550,CUST-3550,Abuja,Mobile App,Returning
ORD-12551,CUST-3551,Port Harcourt,Web,New Customer
ORD-12552,CUST-3552,Port Harcourt,Mobile App,Loyal
ORD-12553,CUST-3553,Lagos,Web,Returning
ORD-12554,CUST-3554,Abuja,Mobile App,New Customer
ORD-12555,CUST-3555,Enugu,Agent Network,Loyal
ORD-12556,CUST-3556,Port Harcourt,Mobile App,Returning
ORD-12557,CUST-3557,Kano,Mobile App,Returning
ORD-12558,CUST-3558,Port Harcourt,Mobile App,New Customer
ORD-12559,CUST-3559,Abuja,Mobile App,New Customer
ORD-12560,CUST-3560,Lagos,Mobile App,Loyal
ORD-12561,CUST-3561,Ibadan,WhatsApp Commerce,Returning
ORD-12562,CUST-3562,Lagos,Mobile App,VIP
ORD-12563,CUST-3563,Lagos,Web,VIP
ORD-12564,CUST-3564,Lagos,Web,New Customer
ORD-12565,CUST-3565,Abuja,Mobile App,Returning
ORD-12566,CUST-3566,Enugu,Web,New Customer
ORD-12567,CUST-3567,Abuja,Agent Network,Returning
ORD-12568,CUST-3568,Abuja,Mobile App,Loyal
ORD-12569,CUST-3569,Lagos,Mobile App,New Customer
ORD-12570,CUST-3570,Port Harcourt,Web,New Customer
ORD-12571,CUST-3571,Kano,Mobile App,New Customer
ORD-12572,CUST-3572,Abuja,Web,Returning
ORD-12573,CUST-3573,Lagos,Agent Network,Loyal
ORD-12574,CUST-3574,Lagos,Web,New Customer
ORD-12575,CUST-3575,Abuja,Web,New Customer
ORD-12576,CUST-3576,Kano,Agent Network,Loyal
ORD-12577,CUST-3577,Ibadan,Web,Returning
ORD-12578,CUST-3578,Lagos,Mobile App,Returning
ORD-12579,CUST-3579,Enugu,WhatsApp Commerce,New Customer
ORD-12580,CUST-3580,Kano,Mobile App,Loyal
ORD-12581,CUST-3581,Abuja,Web,Returning
ORD-12582,CUST-3582,Kano,Web,Returning
ORD-12583,CUST-3583,Port Harcourt,Mobile App,Loyal
ORD-12584,CUST-3584,Lagos,Web,Loyal
ORD-12585,CUST-3585,Abuja,Web,Loyal
ORD-12586,CUST-3586,Kano,Agent Network,Returning
ORD-12587,CUST-3587,Port Harcourt,Mobile App,Returning
ORD-12588,CUST-3588,Lagos,Mobile App,Returning
ORD-12589,CUST-3589,Abuja,Mobile App,VIP
ORD-12590,CUST-3590,Lagos,Mobile App,Loyal
ORD-12591,CUST-3591,Lagos,Web,Returning
ORD-12592,CUST-3592,Lagos,Mobile App,Returning
ORD-12593,CUST-3593,Lagos,Web,New Customer
ORD-12594,CUST-3594,Lagos,WhatsApp Commerce,Returning
ORD-12595,CUST-3595,Port Harcourt,Mobile App,VIP
ORD-12596,CUST-3596,Enugu,Mobile App,Loyal
ORD-12597,CUST-3597,Lagos,Web,Returning
ORD-12598,CUST-3598,Port Harcourt,WhatsApp Commerce,VIP
ORD-12599,CUST-3599,Ibadan,Mobile App,VIP
ORD-12600,CUST-3600,Lagos,Web,New Customer
ORD-12601,CUST-3601,Port Harcourt,Web,Returning
ORD-12602,CUST-3602,Abuja,Web,New Customer
ORD-12603,CUST-3603,Kano,Mobile App,Returning
ORD-12604,CUST-3604,Enugu,Mobile App,New Customer
ORD-12605,CUST-3605,Lagos,WhatsApp Commerce,Returning
ORD-12606,CUST-3606,Abuja,Mobile App,VIP
ORD-12607,CUST-3607,Lagos,Mobile App,Returning
ORD-12608,CUST-3608,Ibadan,WhatsApp Commerce,New Customer
ORD-12609,CUST-3609,Enugu,Web,New Customer
ORD-12610,CUST-3610,Enugu,Agent Network,New Customer
ORD-12611,CUST-3611,Lagos,Mobile App,Loyal
ORD-12612,CUST-3612,Lagos,Mobile App,Returning
ORD-12613,CUST-3613,Abuja,Web,Returning
ORD-12614,CUST-3614,Lagos,Mobile App,Loyal
ORD-12615,CUST-3615,Port Harcourt,Agent Network,Returning
ORD-12616,CUST-3616,Port Harcourt,WhatsApp Commerce,Loyal
ORD-12617,CUST-3617,Abuja,Mobile App,Returning
ORD-12618,CUST-3618,Abuja,Web,Returning
ORD-12619,CUST-3619,Lagos,Web,Loyal
ORD-12620,CUST-3620,Lagos,Web,New Customer
ORD-12621,CUST-3621,Enugu,Agent Network,New Customer
ORD-12622,CUST-3622,Abuja,Web,Returning
ORD-12623,CUST-3623,Abuja,Agent Network,Loyal
ORD-12624,CUST-3624,Lagos,WhatsApp Commerce,VIP
ORD-12625,CUST-3625,Port Harcourt,WhatsApp Commerce,New Customer
ORD-12626,CUST-3626,Ibadan,Web,Returning
ORD-12627,CUST-3627,Abuja,Agent Network,VIP
ORD-12628,CUST-3628,Lagos,Mobile App,VIP
ORD-12629,CUST-3629,Abuja,Web,New Customer
ORD-12630,CUST-3630,Lagos,Agent Network,New Customer
ORD-12631,CUST-3631,Kano,Web,New Customer
ORD-12632,CUST-3632,Port Harcourt,Agent Network,Loyal
ORD-12633,CUST-3633,Abuja,Mobile App,Returning
ORD-12634,CUST-3634,Ibadan,Mobile App,Loyal
ORD-12635,CUST-3635,Kano,Agent Network,Returning
ORD-12636,CUST-3636,Ibadan,Web,New Customer
ORD-12637,CUST-3637,Port Harcourt,Mobile App,Loyal
ORD-12638,CUST-3638,Ibadan,Mobile App,New Customer
ORD-12639,CUST-3639,Enugu,Web,VIP
ORD-12640,CUST-3640,Kano,Mobile App,Loyal
ORD-12641,CUST-3641,Abuja,Mobile App,New Customer
ORD-12642,CUST-3642,Lagos,Mobile App,VIP
ORD-12643,CUST-3643,Abuja,Web,New Customer
ORD-12644,CUST-3644,Abuja,WhatsApp Commerce,Returning
ORD-12645,CUST-3645,Abuja,Mobile App,New Customer
ORD-12646,CUST-3646,Kano,Web,Returning
ORD-12647,CUST-3647,Lagos,Mobile App,Returning
ORD-12648,CUST-3648,Port Harcourt,Mobile App,Returning
ORD-12649,CUST-3649,Lagos,Mobile App,Loyal
ORD-12650,CUST-3650,Ibadan,Mobile App,New Customer
ORD-12651,CUST-3651,Lagos,Mobile App,New Customer
ORD-12652,CUST-3652,Port Harcourt,Mobile App,VIP
ORD-12653,CUST-3653,Abuja,Agent Network,Returning
ORD-12654,CUST-3654,Ibadan,Web,Loyal
ORD-12655,CUST-3655,Kano,Mobile App,Returning
ORD-12656,CUST-3656,Kano,Mobile App,Returning
ORD-12657,CUST-3657,Abuja,Mobile App,New Customer
ORD-12658,CUST-3658,Enugu,WhatsApp Commerce,Loyal
ORD-12659,CUST-3659,Lagos,Agent Network,Returning
ORD-12660,CUST-3660,Lagos,Agent Network,Returning
ORD-12661,CUST-3661,Ibadan,Mobile App,Returning
ORD-12662,CUST-3662,Enugu,Web,Loyal
ORD-12663,CUST-3663,Lagos,Mobile App,Loyal
ORD-12664,CUST-3664,Port Harcourt,Agent Network,Loyal
ORD-12665,CUST-3665,Lagos,WhatsApp Commerce,Returning
ORD-12666,CUST-3666,Lagos,Mobile App,VIP
ORD-12667,CUST-3667,Port Harcourt,Mobile App,Returning
ORD-12668,CUST-3668,Lagos,Mobile App,Returning
ORD-12669,CUST-3669,Enugu,Mobile App,Loyal
ORD-12670,CUST-3670,Abuja,Web,Returning
ORD-12671,CUST-3671,Abuja,Web,New Customer
ORD-12672,CUST-3672,Abuja,Agent Network,Loyal
ORD-12673,CUST-3673,Enugu,Web,Loyal
ORD-12674,CUST-3674,Lagos,Mobile App,Returning
ORD-12675,CUST-3675,Lagos,Mobile App,New Customer
ORD-12676,CUST-3676,Abuja,WhatsApp Commerce,Returning
ORD-12677,CUST-3677,Abuja,Web,Loyal
ORD-12678,CUST-3678,Lagos,Mobile App,New Customer
ORD-12679,CUST-3679,Enugu,Agent Network,Returning
ORD-12680,CUST-3680,Enugu,Mobile App,VIP
ORD-12681,CUST-3681,Enugu,Mobile App,Returning
ORD-12682,CUST-3682,Lagos,Web,Returning
ORD-12683,CUST-3683,Abuja,Web,Returning
ORD-12684,CUST-3684,Lagos,Mobile App,Returning
ORD-12685,CUST-3685,Abuja,Agent Network,Loyal
ORD-12686,CUST-3686,Port Harcourt,Mobile App,New Customer
ORD-12687,CUST-3687,Lagos,Mobile App,Loyal
ORD-12688,CUST-3688,Port Harcourt,Mobile App,New Customer
ORD-12689,CUST-3689,Lagos,Mobile App,New Customer
ORD-12690,CUST-3690,Lagos,Mobile App,Returning
ORD-12691,CUST-3691,Port Harcourt,Mobile App,New Customer
ORD-12692,CUST-3692,Lagos,Web,Returning
ORD-12693,CUST-3693,Lagos,WhatsApp Commerce,New Customer
ORD-12694,CUST-3694,Kano,Web,Loyal
ORD-12695,CUST-3695,Port Harcourt,Mobile App,Loyal
ORD-12696,CUST-3696,Kano,Web,New Customer
ORD-12697,CUST-3697,Abuja,WhatsApp Commerce,Loyal
ORD-12698,CUST-3698,Abuja,Web,Returning
ORD-12699,CUST-3699,Abuja,Mobile App,Returning
ORD-12700,CUST-3700,Lagos,Mobile App,New Customer
ORD-12701,CUST-3701,Port Harcourt,Mobile App,Loyal
ORD-12702,CUST-3702,Lagos,Web,New Customer
ORD-12703,CUST-3703,Abuja,Mobile App,New Customer
ORD-12704,CUST-3704,Enugu,Mobile App,Loyal
ORD-12705,CUST-3705,Enugu,Mobile App,Loyal
ORD-12706,CUST-3706,Lagos,Agent Network,Loyal
ORD-12707,CUST-3707,Abuja,Mobile App,Returning
ORD-12708,CUST-3708,Abuja,Mobile App,New Customer
ORD-12709,CUST-3709,Ibadan,Web,Returning
ORD-12710,CUST-3710,Lagos,Mobile App,New Customer
ORD-12711,CUST-3711,Lagos,WhatsApp Commerce,New Customer
ORD-12712,CUST-3712,Lagos,Web,VIP
ORD-12713,CUST-3713,Kano,Mobile App,Loyal
ORD-12714,CUST-3714,Lagos,Web,New Customer
ORD-12715,CUST-3715,Lagos,Mobile App,New Customer
ORD-12716,CUST-3716,Abuja,WhatsApp Commerce,VIP
ORD-12717,CUST-3717,Lagos,Agent Network,Returning
ORD-12718,CUST-3718,Kano,Web,VIP
ORD-12719,CUST-3719,Port Harcourt,Web,Loyal
ORD-12720,CUST-3720,Port Harcourt,Agent Network,Returning
ORD-12721,CUST-3721,Ibadan,Web,Loyal
ORD-12722,CUST-3722,Abuja,Web,Returning
ORD-12723,CUST-3723,Lagos,Web,VIP
ORD-12724,CUST-3724,Abuja,WhatsApp Commerce,New Customer
ORD-12725,CUST-3725,Lagos,Agent Network,New Customer
ORD-12726,CUST-3726,Port Harcourt,Web,Loyal
ORD-12727,CUST-3727,Ibadan,Web,Loyal
ORD-12728,CUST-3728,Lagos,Web,Returning
ORD-12729,CUST-3729,Lagos,Mobile App,Loyal
ORD-12730,CUST-3730,Lagos,Web,Returning
ORD-12731,CUST-3731,Lagos,Web,Returning
ORD-12732,CUST-3732,Lagos,WhatsApp Commerce,Loyal
ORD-12733,CUST-3733,Abuja,Web,Loyal
ORD-12734,CUST-3734,Lagos,WhatsApp Commerce,Loyal
ORD-12735,CUST-3735,Lagos,Agent Network,Loyal
ORD-12736,CUST-3736,Lagos,Agent Network,Returning
ORD-12737,CUST-3737,Lagos,Web,Loyal
ORD-12738,CUST-3738,Abuja,WhatsApp Commerce,Loyal
ORD-12739,CUST-3739,Abuja,WhatsApp Commerce,Returning
ORD-12740,CUST-3740,Enugu,Web,VIP
ORD-12741,CUST-3741,Abuja,Web,New Customer
ORD-12742,CUST-3742,Abuja,WhatsApp Commerce,Loyal
ORD-12743,CUST-3743,Abuja,Mobile App,Loyal
ORD-12744,CUST-3744,Lagos,Web,VIP
ORD-12745,CUST-3745,Lagos,WhatsApp Commerce,New Customer
ORD-12746,CUST-3746,Lagos,Web,Returning
ORD-12747,CUST-3747,Abuja,Mobile App,Returning
ORD-12748,CUST-3748,Lagos,Web,Returning
ORD-12749,CUST-3749,Enugu,WhatsApp Commerce,New Customer
ORD-12750,CUST-3750,Lagos,Mobile App,Returning
ORD-12751,CUST-3751,Lagos,WhatsApp Commerce,Loyal
ORD-12752,CUST-3752,Lagos,WhatsApp Commerce,Loyal
ORD-12753,CUST-3753,Lagos,Web,Loyal
ORD-12754,CUST-3754,Lagos,Web,New Customer
ORD-12755,CUST-3755,Lagos,Mobile App,Returning
ORD-12756,CUST-3756,Enugu,Web,VIP
ORD-12757,CUST-3757,Lagos,Mobile App,New Customer
ORD-12758,CUST-3758,Ibadan,Agent Network,Loyal
ORD-12759,CUST-3759,Kano,Mobile App,Returning
ORD-12760,CUST-3760,Port Harcourt,Web,Loyal
ORD-12761,CUST-3761,Abuja,WhatsApp Commerce,Returning
ORD-12762,CUST-3762,Port Harcourt,Mobile App,VIP
ORD-12763,CUST-3763,Lagos,Mobile App,New Customer
ORD-12764,CUST-3764,Abuja,Web,Loyal
ORD-12765,CUST-3765,Port Harcourt,Web,New Customer
ORD-12766,CUST-3766,Lagos,Web,Loyal
ORD-12767,CUST-3767,Enugu,WhatsApp Commerce,Loyal
ORD-12768,CUST-3768,Ibadan,Mobile App,Loyal
ORD-12769,CUST-3769,Lagos,Mobile App,Loyal
ORD-12770,CUST-3770,Enugu,Web,Returning
ORD-12771,CUST-3771,Ibadan,Mobile App,Returning
ORD-12772,CUST-3772,Lagos,WhatsApp Commerce,Returning
ORD-12773,CUST-3773,Port Harcourt,Agent Network,Loyal
ORD-12774,CUST-3774,Lagos,Agent Network,Returning
ORD-12775,CUST-3775,Kano,Web,Loyal
ORD-12776,CUST-3776,Lagos,Mobile App,New Customer
ORD-12777,CUST-3777,Kano,WhatsApp Commerce,Returning
ORD-12778,CUST-3778,Abuja,Web,VIP
ORD-12779,CUST-3779,Enugu,Web,Returning
ORD-12780,CUST-3780,Enugu,WhatsApp Commerce,Returning
ORD-12781,CUST-3781,Ibadan,WhatsApp Commerce,Returning
ORD-12782,CUST-3782,Kano,WhatsApp Commerce,VIP
ORD-12783,CUST-3783,Lagos,WhatsApp Commerce,VIP
ORD-12784,CUST-3784,Lagos,WhatsApp Commerce,New Customer
ORD-12785,CUST-3785,Lagos,Mobile App,New Customer
ORD-12786,CUST-3786,Port Harcourt,Web,Returning
ORD-12787,CUST-3787,Lagos,Mobile App,New Customer
ORD-12788,CUST-3788,Lagos,Web,Returning
ORD-12789,CUST-3789,Port Harcourt,Web,VIP
ORD-12790,CUST-3790,Lagos,Mobile App,Loyal
ORD-12791,CUST-3791,Lagos,Web,New Customer
ORD-12792,CUST-3792,Lagos,Mobile App,Loyal
ORD-12793,CUST-3793,Lagos,Mobile App,Returning
ORD-12794,CUST-3794,Kano,Web,Loyal
ORD-12795,CUST-3795,Lagos,Web,Loyal
ORD-12796,CUST-3796,Enugu,Agent Network,New Customer
ORD-12797,CUST-3797,Kano,Mobile App,Loyal
ORD-12798,CUST-3798,Port Harcourt,WhatsApp Commerce,VIP
ORD-12799,CUST-3799,Abuja,Mobile App,Loyal
ORD-12800,CUST-3800,Abuja,WhatsApp Commerce,Loyal
ORD-12801,CUST-3801,Kano,WhatsApp Commerce,Returning
ORD-12802,CUST-3802,Kano,Web,Loyal
ORD-12803,CUST-3803,Abuja,Mobile App,Returning
ORD-12804,CUST-3804,Port Harcourt,Web,Loyal
ORD-12805,CUST-3805,Kano,Mobile App,Loyal
ORD-12806,CUST-3806,Enugu,Mobile App,Returning
ORD-12807,CUST-3807,Kano,Mobile App,VIP
ORD-12808,CUST-3808,Abuja,Mobile App,New Customer
ORD-12809,CUST-3809,Lagos,Agent Network,Loyal
ORD-12810,CUST-3810,Port Harcourt,Mobile App,Returning
ORD-12811,CUST-3811,Kano,Web,New Customer
ORD-12812,CUST-3812,Abuja,Mobile App,New Customer
ORD-12813,CUST-3813,Lagos,Mobile App,VIP
ORD-12814,CUST-3814,Lagos,Mobile App,New Customer
ORD-12815,CUST-3815,Lagos,Agent Network,Returning
ORD-12816,CUST-3816,Enugu,Mobile App,Returning
ORD-12817,CUST-3817,Abuja,Mobile App,Returning
ORD-12818,CUST-3818,Lagos,Mobile App,Loyal
ORD-12819,CUST-3819,Port Harcourt,Mobile App,Returning
ORD-12820,CUST-3820,Abuja,Web,Returning
ORD-12821,CUST-3821,Lagos,Mobile App,New Customer
ORD-12822,CUST-3822,Enugu,Web,Returning
ORD-12823,CUST-3823,Lagos,Agent Network,Returning
ORD-12824,CUST-3824,Ibadan,Web,New Customer
ORD-12825,CUST-3825,Lagos,Mobile App,Returning
ORD-12826,CUST-3826,Port Harcourt,Mobile App,Returning
ORD-12827,CUST-3827,Abuja,Mobile App,Returning
ORD-12828,CUST-3828,Kano,Web,Loyal
ORD-12829,CUST-3829,Lagos,WhatsApp Commerce,New Customer
ORD-12830,CUST-3830,Lagos,Mobile App,New Customer
ORD-12831,CUST-3831,Lagos,Mobile App,New Customer
ORD-12832,CUST-3832,Abuja,Web,New Customer
ORD-12833,CUST-3833,Lagos,Web,Returning
ORD-12834,CUST-3834,Kano,Web,Returning
ORD-12835,CUST-3835,Enugu,Web,VIP
ORD-12836,CUST-3836,Lagos,Mobile App,VIP
ORD-12837,CUST-3837,Kano,WhatsApp Commerce,Loyal
ORD-12838,CUST-3838,Ibadan,Agent Network,VIP
ORD-12839,CUST-3839,Abuja,Mobile App,Loyal
ORD-12840,CUST-3840,Port Harcourt,Agent Network,Returning
ORD-12841,CUST-3841,Port Harcourt,Mobile App,VIP
ORD-12842,CUST-3842,Kano,Mobile App,Returning
ORD-12843,CUST-3843,Kano,Mobile App,Returning
ORD-12844,CUST-3844,Abuja,WhatsApp Commerce,VIP
ORD-12845,CUST-3845,Abuja,Web,New Customer
ORD-12846,CUST-3846,Port Harcourt,Mobile App,Returning
ORD-12847,CUST-3847,Lagos,Mobile App,Loyal
ORD-12848,CUST-3848,Lagos,Mobile App,New Customer
ORD-12849,CUST-3849,Port Harcourt,Mobile App,Returning
ORD-12850,CUST-3850,Abuja,WhatsApp Commerce,VIP
ORD-12851,CUST-3851,Lagos,Mobile App,Loyal
ORD-12852,CUST-3852,Lagos,Mobile App,Returning
ORD-12853,CUST-3853,Abuja,Agent Network,New Customer
ORD-12854,CUST-3854,Abuja,Mobile App,New Customer
ORD-12855,CUST-3855,Kano,Web,Returning
ORD-12856,CUST-3856,Abuja,Agent Network,Loyal
ORD-12857,CUST-3857,Port Harcourt,WhatsApp Commerce,Returning
ORD-12858,CUST-3858,Kano,Web,Returning
ORD-12859,CUST-3859,Port Harcourt,Web,New Customer
ORD-12860,CUST-3860,Abuja,WhatsApp Commerce,Loyal
ORD-12861,CUST-3861,Lagos,Mobile App,Returning
ORD-12862,CUST-3862,Enugu,Web,Returning
ORD-12863,CUST-3863,Lagos,Agent Network,New Customer
ORD-12864,CUST-3864,Port Harcourt,WhatsApp Commerce,New Customer
ORD-12865,CUST-3865,Abuja,Mobile App,New Customer
ORD-12866,CUST-3866,Kano,Agent Network,VIP
ORD-12867,CUST-3867,Lagos,WhatsApp Commerce,New Customer
ORD-12868,CUST-3868,Enugu,Mobile App,Returning
ORD-12869,CUST-3869,Enugu,Web,Loyal
ORD-12870,CUST-3870,Enugu,Mobile App,New Customer
ORD-12871,CUST-3871,Ibadan,Web,Returning
ORD-12872,CUST-3872,Lagos,Mobile App,Loyal
ORD-12873,CUST-3873,Lagos,Web,Returning
ORD-12874,CUST-3874,Port Harcourt,Mobile App,Returning
ORD-12875,CUST-3875,Enugu,Mobile App,New Customer
ORD-12876,CUST-3876,Lagos,Web,Returning
ORD-12877,CUST-3877,Abuja,Mobile App,Returning
ORD-12878,CUST-3878,Lagos,Web,New Customer
ORD-12879,CUST-3879,Lagos,Mobile App,Returning
ORD-12880,CUST-3880,Port Harcourt,Mobile App,VIP
ORD-12881,CUST-3881,Lagos,Mobile App,Returning
ORD-12882,CUST-3882,Enugu,Web,Loyal
ORD-12883,CUST-3883,Kano,Mobile App,Loyal
ORD-12884,CUST-3884,Abuja,Mobile App,New Customer
ORD-12885,CUST-3885,Port Harcourt,Mobile App,Loyal
ORD-12886,CUST-3886,Lagos,Web,Returning
ORD-12887,CUST-3887,Enugu,Mobile App,New Customer
ORD-12888,CUST-3888,Port Harcourt,Mobile App,Loyal
ORD-12889,CUST-3889,Port Harcourt,Mobile App,New Customer
ORD-12890,CUST-3890,Lagos,Mobile App,New Customer
ORD-12891,CUST-3891,Lagos,Web,New Customer
ORD-12892,CUST-3892,Abuja,Web,Returning
ORD-12893,CUST-3893,Port Harcourt,WhatsApp Commerce,Returning
ORD-12894,CUST-3894,Kano,Mobile App,Returning
ORD-12895,CUST-3895,Abuja,Mobile App,Loyal
ORD-12896,CUST-3896,Lagos,Agent Network,New Customer
ORD-12897,CUST-3897,Lagos,Mobile App,VIP
ORD-12898,CUST-3898,Lagos,Mobile App,New Customer
ORD-12899,CUST-3899,Abuja,Web,New Customer
ORD-12900,CUST-3900,Lagos,Web,VIP
ORD-12901,CUST-3901,Lagos,Web,Loyal
ORD-12902,CUST-3902,Lagos,WhatsApp Commerce,Returning
ORD-12903,CUST-3903,Lagos,Web,Loyal
ORD-12904,CUST-3904,Kano,WhatsApp Commerce,New Customer
ORD-12905,CUST-3905,Lagos,Web,Loyal
ORD-12906,CUST-3906,Ibadan,WhatsApp Commerce,Returning
ORD-12907,CUST-3907,Lagos,Mobile App,VIP
ORD-12908,CUST-3908,Port Harcourt,Mobile App,VIP
ORD-12909,CUST-3909,Lagos,WhatsApp Commerce,Returning
ORD-12910,CUST-3910,Port Harcourt,Mobile App,Returning
ORD-12911,CUST-3911,Port Harcourt,Mobile App,Loyal
ORD-12912,CUST-3912,Enugu,Mobile App,Loyal
ORD-12913,CUST-3913,Port Harcourt,Mobile App,Loyal
ORD-12914,CUST-3914,Lagos,WhatsApp Commerce,Returning
ORD-12915,CUST-3915,Lagos,Mobile App,Returning
ORD-12916,CUST-3916,Abuja,Web,VIP
ORD-12917,CUST-3917,Kano,Mobile App,Loyal
ORD-12918,CUST-3918,Lagos,Mobile App,New Customer
